Year,SOURCE_DETAIL,SDG Series,Unit of measure,Source details,Observation-level footnotes,COMMENT_OBS,Value
1982,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,33.34099
1983,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,33.43252
1984,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,20.54957
1985,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,20.28601
1986,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,18.93847
1987,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,18.61389
1988,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,17.79094
1989,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,10.32885
1990,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,10.2221
1991,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,11.9215
1992,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,22.6425
1993,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,22.17089
1994,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,32.17698
1995,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,26.33856
1996,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,29.41476
1997,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,29.84368
1998,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,29.11243
1999,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,31.0241
2000,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,31.3083
2001,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,35.0141
2002,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,24.60119
2003,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,28.86383
2004,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,29.97675
2005,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,31.03075
2006,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,35.26883
2007,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,40.57949
2008,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,43.28134
2009,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,23.14169
2010,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,23.55527
2011,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,27.94947
2012,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,30.76623
2013,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,28.44813
2014,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,25.56083
2015,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,24.06816
2016,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,25.03425
2017,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,27.63749
2018,"World Trade Organization, and World Bank GDP estimates.",Merchandise trade as a proportion of GDP (%) [17.13.1],Percent,"World Trade Organization, and World Bank GDP estimates.",,,29.81138
