Year,SOURCE_DETAIL,SDG Series,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Composite breakdown,Source details,COMMENT_OBS,Observation-level footnotes,Value
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.27954
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.35499
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.17203
2010,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio) [4.5.1]",,,,,,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.05758
2017,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Pre-primary education,,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,1.45374
2017,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [4.5.1]",,,,Primary education,,UNESCO Institute for Statistics.  Data extracted on 01 April 2022.,,,0.9959
2015,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 6; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1],,,,Primary education,Skill: Mathematics,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 6; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,,,0.8471
2015,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 6; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1],,,,Primary education,Skill: Reading,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 6; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,,,1.0096
2014,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 9; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1],,,,Lower secondary education,Skill: Mathematics,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 9; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,,,0.69199
2014,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 9; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [4.5.1],,,,Lower secondary education,Skill: Reading,National Learning Assessment (NLA): National Assessment of Progress in Education (NAPE); Grade 9; Minimum proficiency level: Adequate level Data extracted on 01 April 2022.,,,0.9739
